task_name,source,category,preferred_interfaces,required_information_type,likely_failure_under_fixed_action_space,notes
craft_item:pink_shulker_box,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:pink_wool,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:piston,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:polished_andesite,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:polished_andesite_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_andesite_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_blackstone,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:polished_blackstone_brick_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_blackstone_bricks,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
craft_item:polished_blackstone_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_diorite,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:polished_diorite_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_diorite_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:polished_granite,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:polished_granite_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:powered_rail,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:pumpkin_pie,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:pumpkin_seeds,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:purple_banner,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:purple_dye,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:purple_wool,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:quartz_block,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:quartz_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:rabbit_stew,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:rail,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:red_bed,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
craft_item:red_concrete_powder,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:red_dye,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:red_glazed_terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:red_shulker_box,CrossAgent/STRL/data_processor/task_suc_rate.json,crafting,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action,recipe_or_prerequisite;inventory_or_tool_state,prerequisite_memory_missing,"Crafting tasks depend on recipe structure, inventory state, and a correct crafting interface."
craft_item:red_stained_glass,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
